Volcano Number,Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,TypeCategory,Status,Last Known Eruption,Description
312020.0,Emmons Lake Volcanic Center,United States,Alaska Peninsula,55.352,-162.045,1534.0,Caldera,Caldera,Holocene,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
312260.0,Fourpeaked,United States,Alaska Peninsula,58.77,-153.672,2105.0,Stratovolcano,Stratovolcano,Uncertain,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312010.0,Frosty,United States,Alaska Peninsula,55.067,-162.835,1728.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312190.0,Griggs,United States,Alaska Peninsula,58.354,-155.092,2317.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312250.0,Kaguyak,United States,Alaska Peninsula,58.611,-154.025,901.0,Stratovolcano,Stratovolcano,Holocene,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312170.0,Katmai,United States,Alaska Peninsula,58.279,-154.953,2047.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312120.0,Kialagvik,United States,Alaska Peninsula,57.203,-156.745,1677.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312230.0,Kukak,United States,Alaska Peninsula,58.453,-154.355,2043.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312060.0,Kupreanof,United States,Alaska Peninsula,56.011,-159.797,1895.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312150.0,Mageik,United States,Alaska Peninsula,58.195,-155.253,2165.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312140.0,Martin,United States,Alaska Peninsula,58.172,-155.361,1863.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312180.0,Novarupta,United States,Alaska Peninsula,58.266,-155.159,841.0,Caldera,Caldera,Historical,D2,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
312030.0,Pavlof,United States,Alaska Peninsula,55.417,-161.894,2493.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312040.0,Pavlof Sister,United States,Alaska Peninsula,55.457,-161.854,2142.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312200.0,Snowy Mountain,United States,Alaska Peninsula,58.336,-154.682,2162.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312220.0,Steller,United States,Alaska Peninsula,58.43,-154.39,2279.0,Unknown,Other / Unknown,Uncertain,Unknown,Indicates the volcano type is not determined or classified.
312051.0,Stepovak Bay 2,United States,Alaska Peninsula,55.913,-160.041,1323.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
312052.0,Stepovak Bay 3,United States,Alaska Peninsula,55.929,-160.002,1555.0,Cinder cone,Cone,Holocene?,?,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
312053.0,Stepovak Bay 4,United States,Alaska Peninsula,55.954,-159.954,1557.0,Stratovolcano,Stratovolcano,Pleistocene,P,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312055.0,Stepovak Bay Group,United States,Alaska Peninsula,55.917,-160.017,1633.0,Volcanic field,Crater System,Holocene,Unknown,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
312160.0,Trident,United States,Alaska Peninsula,58.236,-155.1,1864.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312130.0,Ugashik-Peulik,United States,Alaska Peninsula,57.751,-156.368,1474.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312131.0,Ukinrek Maars,United States,Alaska Peninsula,57.834,-156.52,91.0,Maar,Maars / Tuff ring,Historical,D1,"A broad, shallow crater formed by explosive interaction of magma with groundwater (phreatomagmatic)."
312132.0,Unnamed,United States,Alaska Peninsula,57.87,-155.411,402.0,Lava dome,Cone,Holocene,U,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
312070.0,Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
312100.0,Yantarni,United States,Alaska Peninsula,57.019,-157.185,1345.0,Stratovolcano,Stratovolcano,Tephrochronology,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
315001.0,Buzzard Creek,United States,Alaska-E,64.062,-148.433,830.0,Tuff rings,Maars / Tuff ring,Radiocarbon,D7,"Ring‐shaped volcanic features formed by phreatomagmatic explosions producing broad, shallow craters."
315030.0,Churchill,United States,Alaska-E,61.38,-141.75,5005.0,Stratovolcano,Stratovolcano,Radiocarbon,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Gordon,United States,Alaska-E,62.13,-143.08,2755.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
,Sanford,United States,Alaska-E,62.22,-144.13,4949.0,Shield volcano,Shield Volcano,Holocene,Unknown,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
315020.0,Wrangell,United States,Alaska-E,62.006,-144.017,4278.0,Shield volcano,Shield Volcano,Historical,D2,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
315070.0,Behm Canal-Rudyerd Bay,United States,Alaska-SE,55.35,-131.0,500.0,Cinder cone,Cone,Holocene,Unknown,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
315050.0,Duncan Canal,United States,Alaska-SE,56.5,-133.1,15.0,Unknown,Other / Unknown,Holocene,U,Indicates the volcano type is not determined or classified.
315040.0,Edgecumbe,United States,Alaska-SE,57.05,-135.75,970.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
315060.0,Tlevak Strait-Suemez Island,United States,Alaska-SE,55.25,-133.3,50.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
313010.0,Augustine,United States,Alaska-SW,59.363,-153.435,1218.0,Lava dome,Cone,Historical,D1,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
313050.0,Hayes,United States,Alaska-SW,61.64,-152.411,3034.0,Stratovolcano,Stratovolcano,Radiocarbon,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
313020.0,Iliamna,United States,Alaska-SW,60.032,-153.09,3053.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
313030.0,Redoubt,United States,Alaska-SW,60.485,-152.742,3108.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
313040.0,Spurr,United States,Alaska-SW,61.299,-152.251,3374.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Espenberg,United States,Alaska-W,66.35,-164.33,243.0,Volcanic field,Crater System,Tephrochronology,D7,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
,Imuruk Lake,United States,Alaska-W,65.6,-163.92,610.0,Shield volcano,Shield Volcano,Radiocarbon,D6,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
314060.0,Imuruk Lake,United States,Alaska-W,65.517,-163.45,610.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
314030.0,Ingakslugwat Hills,United States,Alaska-W,61.43,-164.47,190.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
,Kookooligit Mountains,United States,Alaska-W,63.6,-170.43,673.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
314040.0,St. Michael,United States,Alaska-W,63.45,-162.12,715.0,Shield volcano,Shield Volcano,Anthropology,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
314010.0,St. Paul Island,United States,Alaska-W,57.167,-170.213,203.0,Shield,Shield Volcano,Holocene,D7,"Broad, gently‐sloping volcano built by low‐viscosity lava flows over long periods."
311320.0,Akutan,United States,Aleutian Is,54.134,-165.986,1303.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311390.0,Amak,United States,Aleutian Is,55.418,-163.147,547.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311190.0,Amukta,United States,Aleutian Is,52.5,-171.252,1066.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311160.0,Atka Volcanic Complex,United States,Aleutian Is,52.331,-174.139,1518.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311100.0,Bobrof,United States,Aleutian Is,51.91,-177.438,738.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311300.0,Bogoslof,United States,Aleutian Is,53.93,-168.03,150.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
311010.0,Buldir,United States,Aleutian Is,52.35,175.911,656.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311230.0,Carlisle,United States,Aleutian Is,52.894,-170.054,1620.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311200.0,Chagulak,United States,Aleutian Is,52.577,-171.13,1142.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311240.0,Cleveland,United States,Aleutian Is,52.825,-169.944,1730.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311040.0,Davidof,United States,Aleutian Is,51.97,178.33,328.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311350.0,Fisher,United States,Aleutian Is,54.65,-164.43,1112.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311070.0,Gareloi,United States,Aleutian Is,51.79,-178.794,1573.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311120.0,Great Sitkin,United States,Aleutian Is,52.076,-176.13,1740.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311220.0,Herbert,United States,Aleutian Is,52.742,-170.111,1280.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311370.0,Isanotski,United States,Aleutian Is,54.765,-163.723,2446.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311260.0,Kagamil,United States,Aleutian Is,52.974,-169.72,893.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311110.0,Kanaga,United States,Aleutian Is,51.923,-177.168,1307.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311130.0,Kasatochi,United States,Aleutian Is,52.177,-175.508,314.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311020.0,Kiska,United States,Aleutian Is,52.103,177.602,1220.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311140.0,Koniuji,United States,Aleutian Is,52.22,-175.13,273.0,Stratovolcano,Stratovolcano,Uncertain,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311161.0,Korovin,United States,Aleutian Is,52.381,-174.166,1518.0,Stratovolcano(es),Stratovolcano,,D1,Alternate naming for stratovolcano – a steep-sided composite volcano.
311050.0,Little Sitkin,United States,Aleutian Is,51.95,178.543,1174.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311310.0,Makushin,United States,Aleutian Is,53.891,-166.923,1800.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311111.0,Moffett,United States,Aleutian Is,51.944,-176.747,1196.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311290.0,Okmok,United States,Aleutian Is,53.43,-168.13,1073.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
311280.0,Recheschnoi,United States,Aleutian Is,53.157,-168.539,1984.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311380.0,Roundtop,United States,Aleutian Is,54.8,-163.589,1871.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311180.0,Seguam,United States,Aleutian Is,52.315,-172.51,1054.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311030.0,Segula,United States,Aleutian Is,52.015,178.136,1160.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311060.0,Semisopochnoi,United States,Aleutian Is,51.93,179.58,1221.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Sergief,United States,Aleutian Is,52.03,-174.93,560.0,Stratovolcano,Stratovolcano,Uncertain,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311360.0,Shishaldin,United States,Aleutian Is,54.756,-163.97,2857.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311090.0,Takawangha,United States,Aleutian Is,51.873,-178.006,1449.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311241.0,Tana,United States,Aleutian Is,52.83,-169.77,1170.0,Stratovolcanoes,Stratovolcano,Holocene,U,Plural form of stratovolcano.
311080.0,Tanaga,United States,Aleutian Is,51.885,-178.146,1806.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311250.0,Uliaga,United States,Aleutian Is,53.065,-169.77,888.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Unnamed,United States,Aleutian Is,52.0,-173.5,0.0,Submarine volcano,Submarine Volcano,Hydrophonic,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
311270.0,Vsevidof,United States,Aleutian Is,53.13,-168.693,2149.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311340.0,Westdahl,United States,Aleutian Is,54.516,-164.65,1563.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
311210.0,Yunaska,United States,Aleutian Is,52.639,-170.632,550.0,Shield volcano,Shield Volcano,Historical,D2,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
